"","rank","movie_name","open_day","week_people","sum_people","screen","play_freq","top_country","country","maker","supplier","age","genre","director","actor","re_open","month","day","season","top_genre","top_count"
"742","256","결혼 3년차의 주부 외도",2017-05-18,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","슈우키","","0",5,18,"spring","0","1"
"743","181","결혼 4년차의 불륜-남편후배와",2016-07-20,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","하야마 노부시","우치다 미나요","0",7,20,"summer","0","1"
"744","130","결혼 대소동",NA,54,54,1,2,"기타","기타","","","no_age","드라마","","","no_date",NA,NA,"no_date","1","0"
"745","227","결혼전야",2013-11-21,3,1214839,1,1,"한국","한국","(주)수필름","씨너스엔터테인먼트(주)","15세 관람가","로맨틱코미디","홍지영","김강우,김효진,주지훈,이연희,옥택연,마동석,구잘 투르수노바,이희준,고준희,최종윤,정민주,이미도,최병모,김광규,장광,황정민,오나라","1",11,21,"fall","1","1"
"746","327","결혼하고 싶은 예비 신부",2016-12-01,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","카타오카 슈지","세토 사키","0",12,1,"winter","0","1"
"747","185","결혼하지 않아도 괜찮을까",2015-04-09,0,12003,95,898,"일본","일본","","프리비젼엔터테인먼트","12세 관람가","드라마","미노리카와 오사무","시바사키 코우,마키 요코,테라지마 시노부","0",4,9,"spring","1","1"
"748","251","결혼할 남자 있어요",2016-09-01,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","하야시카와 케이테루","이치노세 스즈","0",9,1,"fall","0","1"
"749","163","경계",2016-06-30,13,1145,35,135,"한국","한국,싱가포르,인도네시아","푸른영상","(주)시네마달","12세 관람가","다큐멘터리","문정현,블라디미르 토도로비치,다니엘 루디 하리얀토","문정현,블라디미르 토도로비치,다니엘 루디 하리얀토","0",6,30,"summer","0","1"
"750","50","경계의 저편 : I'LL BE HERE -과거편-",2015-10-22,497,3579,40,285,"일본","일본","","(주)머스트씨무비릴리징컴퍼니","12세 관람가","애니메이션","이시다테 타이치","타네다 리사,켄,치하라 미노리","0",10,22,"fall","0","1"
"751","135","경계의 저편 : I'LL BE HERE -미래편-",2015-10-08,78,8579,59,441,"일본","일본","","(주)머스트씨무비릴리징컴퍼니","12세 관람가","애니메이션","이시다테 타이치","타네다 리사,켄,치하라 미노리","0",10,8,"fall","0","1"
"752","237","경마장 가는 길",1991-12-21,0,38,1,1,"한국","한국","태흥영화(주)","","청소년관람불가","드라마","장선우","강수연,문성근,김보연","1",12,21,"winter","1","1"
"753","189","경멸",NA,14,381,4,6,"프랑스","프랑스,이탈리아","","","no_age","드라마","장 뤽 고다르","","no_date",NA,NA,"no_date","1","0"
"754","191","경복",2013-07-11,0,647,2,3,"한국","한국","","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)","15세 관람가","드라마","최시형","최시형,이정아,이종필,신이수","1",7,11,"summer","1","1"
"755","105","경성학교: 사라진 소녀들",2015-06-18,73,356415,789,18520,"한국","한국","청년필름(주)","롯데쇼핑㈜롯데엔터테인먼트","15세 관람가","미스터리","이해영","박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,김동현,이다희,황석영,이연정,이예은,이은경,윤정미,서미지","0",6,18,"summer","0","1"
"756","176","경양식집 유부녀 정사",2017-01-12,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","칸바라 이쿠토","미야마 란코","0",1,12,"winter","0","1"
"757","175","경이로운 소용돌이",NA,19,30,2,2,"이탈리아","이탈리아,스위스","","","no_age","다큐멘터리","마시모 다놀피,마르티나 파렌티","","no_date",NA,NA,"no_date","0","0"
"758","190","경이에 빠진 관객",NA,39,39,1,2,"포르투갈","포르투갈","","","no_age","다큐멘터리","에드가 페라","가이 매딘","no_date",NA,NA,"no_date","0","0"
"759","149","경쟁 : 시카프 상상초월 1",NA,28,28,1,1,"기타","기타","","","no_age","애니메이션","김환,존 그랜스덴,웨이-청 라이,에드 스미스,잉-치 쿠앙,잉-후안 장,권지은,레이드 블레이클리,장지영,강한별","","no_date",NA,NA,"no_date","0","0"
"760","191","경쟁 : 시카프 상상초월 2",NA,44,44,1,1,"기타","기타","","","no_age","애니메이션","샤오-쿠에이 퉁,알리스 구쪼,이도희,콰이 동 펭,문지민,최새봄나,정채원,헤더 듀발레,신지수,노혜지,최유정","","no_date",NA,NA,"no_date","0","0"
"761","120","경쟁 : 시카프 초이스",NA,131,232,2,2,"기타","기타","","","no_age","애니메이션","저스틴 뷰일스테커,오수형,에밀리엔 다보드,히라오카 마사노부,이 자오,아틀리에 콜렉티프,에코 우,칼 아타나소브,존 맥도날드,파블로 칼빌로,파트릭 스훈마커르,제니스 나두","","no_date",NA,NA,"no_date","0","0"
"762","206","경쟁 1 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","유재현,김성환,고경수,최정호","","no_date",NA,NA,"no_date","0","1"
"763","241","경쟁 1 - 2016 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","이시대,정시온,허준석,배세웅,차상훈","","no_date",NA,NA,"no_date","0","1"
"764","206","경쟁 2 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","곽은미,장아람,허윤희,이은혜,김매일","","no_date",NA,NA,"no_date","0","1"
"765","241","경쟁 2 - 2016 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","구교환,이옥섭,김금난,방우리,이승주","","no_date",NA,NA,"no_date","0","1"
"766","206","경쟁 3 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","드라마","심혜정,박근영,신시아,이진호","","no_date",NA,NA,"no_date","1","1"
"767","241","경쟁 3 - 2016 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","문세은,남근학,임희성,안주영,이란희","","no_date",NA,NA,"no_date","0","1"
"768","206","경쟁 4 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","이창수,김유준,김승협,김우석","","no_date",NA,NA,"no_date","0","1"
"769","241","경쟁 4 - 2016 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","최진영,이지은,김재현,최성구","","no_date",NA,NA,"no_date","0","1"
"770","206","경쟁 5 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","강혜연,이승환,김다이,이승주","","no_date",NA,NA,"no_date","0","1"
"771","241","경쟁 5 - 2016 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","황지은,고은혜,차현준,이윤규,김광빈","","no_date",NA,NA,"no_date","0","1"
"772","206","경쟁 6 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","박성진,임보영,김태경,김태윤","","no_date",NA,NA,"no_date","0","1"
"773","241","경쟁 6 - 2016 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","김경록,이용진,박매화,김민숙","","no_date",NA,NA,"no_date","0","1"
"774","206","경쟁 7 - 2015 전북독립영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","윤서현,양요빈,신종훈,이미지","","no_date",NA,NA,"no_date","0","1"
"775","165","경쟁: 시카프 아시아",NA,69,69,1,1,"기타","기타","","","no_age","애니메이션","이문주,파르하 자빈,테오 쑨 흥,김진아,펭 킨,단 지안,웨이 리,이싱 장,아리엘 빅토르,쯔 신 양,사르 샤피푸어","","no_date",NA,NA,"no_date","0","0"
"776","101","경쟁: 시카프 온라인",NA,182,182,1,1,"기타","기타","","","no_age","애니메이션","안나 콘스탄티노바,루 푸리치,솔렌 르 마르샹드,댄 리헤우져,아쉬칸 라고자","","no_date",NA,NA,"no_date","0","0"
"777","191","경쟁: 시카프키드 3",NA,8,8,1,1,"기타","기타","","","no_age","애니메이션","마르셀 라슬로,마리아 호바스,마틴 두다,마리아 스테파노바,유지니아 고르베바,인드라 스프로지,톰 마다르,에밀리 노이,나탈리아 닐로바","","no_date",NA,NA,"no_date","0","0"
"778","228","경쟁부분 섹션 Ⅳ - 2015 전북청소년영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","허인서,원소정,심하은,조명호,이한결,서영현,최어진,차도희,소현아,최재헌,송예인","","no_date",NA,NA,"no_date","0","1"
"779","228","경쟁부분 섹션 I - 2015 전북청소년영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","김은빈,윤이빈,임기수,박정민,김재원,정승원,유지현,조명호,서문수빈,신준영,이양진","","no_date",NA,NA,"no_date","0","1"
"780","322","경쟁부분 섹션 I - 2016 전북청소년영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","황수아,조운주,정혜윤,조예현,유채림,안승빈,윤찬","","no_date",NA,NA,"no_date","0","1"
"781","228","경쟁부분 섹션 II - 2015 전북청소년영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","이진웅,조명호,이한결,구난영,최예원,양지예,김하련,이은경,문유정,전태인,이채현","","no_date",NA,NA,"no_date","0","1"
"782","228","경쟁부분 섹션 III - 2015 전북청소년영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","이은샘,윤이빈,김경수,이종민,소예린,전건우,박현주","","no_date",NA,NA,"no_date","0","1"
"783","322","경쟁부분 섹션 III - 2016 전북청소년영화제",NA,0,0,1,1,"한국","한국","","","no_age","기타","정현빈,박한울,황하연,임주현,구다은,구난영,문유정,소명원","","no_date",NA,NA,"no_date","0","1"
"784","162","경주",2014-06-12,18,63520,4,8,"한국","한국","(주)인벤트스톤","(주)인벤트스톤","15세 관람가","로맨틱코미디","장률","박해일,신민아,김태훈,신소율,이춘연,이학민,박재웅,박재희,박진홍,임상묵,임진욱,신민아,양희망,오류미,오세현,유병옥,윤상일,조현정,고유희,윤진서,이관훈,이기연,최근우,권병수,홍성은,홍수영,이은우,이준동,김솔,김여정,김정우,김주현,김주현,김초혜,김태희,나경찬,김수안,최배영,김학선","1",6,12,"summer","1","1"
"785","161","계몽영화",2010-09-16,76,2493,1,1,"한국","한국","3767필름","㈜인디스토리","15세 관람가","드라마","박동훈","최찬숙,정승길,김소숙,김지인,오우정,이상현,박혁권,김희성,최차남,박준수,심영민,안선유,문경희,문상우,박동훈,유승희,임경애,임세운,이홍선,배용근","1",9,16,"fall","1","1"
"786","164","계약연애",2016-12-15,20,41,9,41,"중국","중국","","(주)케이알씨지","12세 관람가","드라마","곽요량","견자단,가진동,안젤라 베이비","0",12,15,"winter","1","0"
"787","202","계약직 여직원의 성접대",2016-02-13,1,1,1,1,"일본","일본","","(주)영진크리에이티브","청소년관람불가","멜로/로맨스","카스가 요시노리","오치아이 히로미,카와사키 히로유키","0",2,13,"winter","0","1"
"788","83","계춘할망",2016-05-19,257,482516,1348,19644,"한국","한국","지오엔터테인먼트","(주)콘텐츠 난다긴다","15세 관람가","가족","창","윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁","0",5,19,"spring","0","1"
"789","234","고,보이즈!:마지막 잎새 사수 프로젝트",2012-11-01,2,725,2,3,"일본","일본","","(주)씨타마운틴픽쳐스","12세 관람가","코미디","하나부사 츠토무","나카무라 아오이,이케마츠 소스케,이케다 테츠히로","1",11,1,"fall","0","1"
"790","183","고고 70",2008-10-03,21,595177,1,1,"한국","한국","(주)보경사","(주)쇼박스","15세 관람가","드라마","최호","곽선영,조승우,신민아,차승우,한송이,정영숙,유정호,이성훈,최은정,강경래,정현아,손경호,손대구,허성일,강명찬,신경아,김명기,조미영,홍석창,김혜정,김문영,김혜리,김효진,김형욱,홍유선,홍윤미,김희상,박유현,박은성,신용숙,신윤철,김형기,박인철,박정률,박준식,조정희,박진홍,남윤수,노재경,배태종,백승국,이동준,권혁일,강지훈,김고운,천정환,이병관,최경호,이병호,민혜진,박경선,김인규,최민규,유지훈,유진영,유하나,최민철,이희영,윤미연,임지희,박민수,임형진,장명진,전영호,정경애,윤정연,이성찬,정은선,박성용,최여진,이세현,오선화,박수경,박신영,이승수,김정교,김태훈,양진혁,김진수,이원정,유창숙,이현경,이종민,이지아,김은진,김민규,이지혜,조덕제,김종언","1",10,3,"fall","1","1"
"791","207","고기라 불리는 동물들 + 인사이드 퍼",NA,5,5,1,1,"기타","기타","","","no_age","다큐멘터리","정교민,올라 와근","","no_date",NA,NA,"no_date","0","0"
"792","207","고기를 원한다면",NA,19,19,1,2,"네덜란드","네덜란드","","","no_age","다큐멘터리","","","no_date",NA,NA,"no_date","0","0"
"793","143","고녀석 맛나겠다2 : 함께라서 행복해",2015-07-29,112,55922,340,1782,"한국","한국","(주)미디어캐슬","(주)리틀빅픽쳐스","전체관람가","애니메이션","최경석,노나카 카즈미","엄상현,시영준,안장혁,정주원,안효민,이경태,이경태","0",7,29,"summer","0","1"
"794","178","고래사냥",1984-03-31,25,224,3,5,"한국","한국","","","기타","드라마","배창호","최재호,김수철,이미숙,안성기,이대근","1",3,31,"spring","1","1"
"795","194","고래의 섬, 페로",NA,27,27,1,2,"영국","영국,덴마크","","","no_age","다큐멘터리","마이크 데이","","no_date",NA,NA,"no_date","0","0"
"796","163","고려 아리랑: 천산의 디바",2017-05-25,40,3437,66,369,"한국","한국","822 필름","(주)시네마달","전체관람가","다큐멘터리","김소영","방 타마라,이함덕","0",5,25,"spring","0","1"
"797","105","고백",2011-03-31,110,43511,21,28,"일본","일본","","㈜미로비젼","청소년관람불가","드라마","나카시마 테츠야","오카다 마사키,마츠 다카코","1",3,31,"spring","1","1"
"798","209","고백할 수 없는",2016-03-31,2,318,11,56,"한국","한국","더파인트","하준사","청소년관람불가","스릴러","최인규","배성우,정성일,한제인,박리디아,양인화","0",3,31,"spring","0","1"
"799","62","고삐",NA,332,332,1,1,"한국","한국","","","12세 관람가","다큐멘터리","","","no_date",NA,NA,"no_date","0","1"
"800","197","고산자, 대동여지도",2016-09-07,37,974262,2518,38048,"한국","한국","(주)시네마서비스","씨제이이앤엠(주)","전체관람가","사극","강우석","김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,박상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,조경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이승철,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용","0",9,7,"fall","0","1"
"801","152","고스톱 살인",2014-03-20,0,820,3,3,"한국","한국","영화사 연","(주)랠리버튼","15세 관람가","판타지","김준권","정영진,권남희,김홍파,박형우,박형우,이승준,박재현,박지성,임호경,장문진,정보경,이상록,이상록,이소영,홍승주,김경화,이은주,이은혜,이지영,김남숙,황치연,김민규,오대환","1",3,20,"spring","0","1"
"802","176","고스트 오브 컨저링",2016-04-28,1,1,1,1,"미국","미국","","(주)케이알씨지","15세 관람가","공포(호러)","호세 프렌데스","","0",4,28,"spring","0","1"
"803","74","고스트 헌터: 얼음 몬스터의 부활",2016-02-25,238,7270,69,382,"독일","독일, 오스트리아,아이슬란드","","예지림엔터테인먼트","전체관람가","어드벤처","토비 바우만","마일로 파커,앙케 엥겔케","0",2,25,"winter","0","0"
"804","226","고스트바스터즈",1984-12-22,7,89,5,5,"미국","미국","콜럼비아 픽쳐스 코포레이션","","기타","SF","이반 라이트만","시고니 위버,빌 머레이,릭 모라니스,댄 애크로이드","1",12,22,"winter","1","1"
"805","149","고스트버스터즈",2016-08-25,31,515553,1079,18026,"미국","미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세 관람가","액션","폴 페이그","멜리사 맥카시,크리스 헴스워스,크리스틴 위그,케이트 맥키넌,레슬리 존스","0",8,25,"summer","1","1"
"806","199","고스트보트",2015-10-08,1,1,1,1,"미국","미국","","주식회사 루믹스미디어","청소년관람불가","공포(호러)","맷 로프그렌","맷 로프그렌,브라이언 라이프","0",10,8,"fall","0","1"
"807","31","고스트타운의 결투",NA,1970,2451,2,29,"미국","미국","","","no_age","서부극(웨스턴)","존 스터지스","로버트 테일러,리차드 위드마크","no_date",NA,NA,"no_date","0","1"
"808","217","고시원",2015-10-30,1,524,26,57,"한국","한국","에이치케이 이엔엠","(주)로이테미디어","청소년관람불가","멜로/로맨스","이영민","김승민,강민우,이명재,우서현,김용운,김한규","0",10,30,"fall","0","1"
"809","211","고양이 사무라이 2",2016-03-10,2,294,17,53,"일본","일본","","(주)영화사 안다미로","12세 관람가","코미디","와타나베 타케시","키타무라 카즈키,리리코","0",3,10,"spring","0","1"
"810","55","고양이 살인사건",2015-09-03,513,2263,25,61,"미국","미국","","(주)수키픽쳐스","15세 관람가","코미디","질리안 그린","프란 크랜즈,니키 리드,J.K. 시몬스","0",9,3,"fall","0","1"
"811","296","고양이 장례식",2015-01-15,0,2865,62,394,"한국","한국","영화 고양이 장례식 제작 조합","(주)인디플러그","12세 관람가","멜로/로맨스","이종훈","강인,박세영,정겨운,강신유,신무호,김민지,이민희,남기준,민지,김병춘","0",1,15,"winter","0","1"
"812","223","고양이 춤",2011-11-17,0,12486,1,3,"한국","한국","고양이구름 필름","㈜인디스토리","전체관람가","다큐멘터리","윤기형","이용한","1",11,17,"fall","0","1"
"813","61","고양이는 불러도 오지 않는다",2016-06-09,269,3306,51,416,"일본","일본","","(주)디스테이션","전체관람가","드라마","야마모토 토루","카자마 슌스케,츠루노 타케시,마츠오카 마유","0",6,9,"summer","1","1"
"814","90","고양이의 보은",2003-08-08,82,583,2,2,"일본","일본","","씨제이엔터테인먼트","전체관람가","애니메이션","모리타 히로유키","이케와키 치즈루,하카마다 요시히코","1",8,8,"summer","0","1"
"815","97","고요한 마니석",NA,57,57,1,1,"중국","중국","","","no_age","드라마","페마 체덴","","no_date",NA,NA,"no_date","1","0"
"816","269","고잉 더 디스턴스",NA,3,3,1,2,"일본","일본","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"817","58","고종황제와 의사 안중근",NA,433,3212,4,32,"한국","한국","","","no_age","사극","전창근","김승호,전창근,최남현","no_date",NA,NA,"no_date","0","1"
"818","221","고향의 푸른 잔디",NA,10,119,4,6,"대만","대만","","","no_age","드라마","허우 샤오시엔","종진도,강령","no_date",NA,NA,"no_date","1","0"
"819","157","곡성",2016-05-12,46,6879954,6293,130324,"한국","한국","사이드미러","이십세기폭스코리아(주)","15세 관람가","미스터리","나홍진","곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경","0",5,12,"spring","0","1"
"820","202","골드",2017-03-22,16,25612,498,3102,"미국","미국","","CGV아트하우스","15세 관람가","드라마","스티븐 개건","매튜 매커너히,브라이스 달라스 하워드,에드가 라미레즈","0",3,22,"spring","1","1"
"821","247","골든게이트+구름 위의 사무엘",NA,0,2,2,2,"기타","기타","","","no_age","다큐멘터리","존 글래스버그,피터르 반 에크","","no_date",NA,NA,"no_date","0","0"
"822","274","골든게이트+등반금지+아프리카 퓨전",NA,0,0,1,2,"기타","기타","","","no_age","기타","존 글래스버그,대니 카스티요 비구리,닉 굿","","no_date",NA,NA,"no_date","0","0"
"823","33","공각기동대",2002-04-12,1555,1555,8,58,"일본","일본","","(주)디스테이션","12세 관람가","SF","오시이 마모루,사카모토 마아야","타나카 아츠코,오츠카 아키오","1",4,12,"spring","1","1"
"824","38","공각기동대 : 고스트 인 더 쉘",2017-03-29,1016,764072,2205,36261,"미국","미국","","롯데쇼핑㈜롯데엔터테인먼트","15세 관람가","SF","루퍼트 샌더스","스칼렛 요한슨,마이클 피트,마이클 윈코트,요한 필리프 아스베크,기타노 다케시","0",3,29,"spring","1","1"
"825","201","공각기동대 신극장판",2017-04-20,5,1376,49,206,"일본","일본","","(주)레인메이커필름","15세 관람가","애니메이션","노무라 카즈야","사카모토 마아야","0",4,20,"spring","0","1"
"826","170","공군 대전략",NA,21,21,1,1,"영국","영국","","","no_age","전쟁","가이 해밀튼","해리 앤드류스,마이클 케인","no_date",NA,NA,"no_date","0","0"
"827","156","공동경비구역 JSA",2000-09-08,45,747,18,97,"한국","한국","(주)명필름","씨제이엔터테인먼트","15세 관람가","드라마","박찬욱","송강호,이병헌,이영애,신하균,김태우,김광일,이종용,이대연,김명수,이한위,기주봉","1",9,8,"fall","1","1"
"828","153","공동정범",NA,36,289,6,13,"한국","한국","","","no_age","다큐멘터리","이혁상,김일란","","no_date",NA,NA,"no_date","0","1"
"829","139","공부의 나라",NA,55,217,3,5,"한국","한국,벨기에","","","no_age","다큐멘터리","최우영,스티븐 두트","","no_date",NA,NA,"no_date","0","1"
"830","126","공자 춘추전국시대 감독판",2015-06-11,10,10,1,1,"중국","중국","","(유)영화사 화수분","12세 관람가","액션","후메이","주윤발,주신,진건빈","0",6,11,"summer","1","0"
"831","248","공조",2017-01-18,0,7817459,6149,142984,"한국","한국","(주)제이케이필름","씨제이이앤엠(주)","15세 관람가","액션","김성훈","현빈,유해진,김주혁,장영남,이해영,윤아,이동휘","0",1,18,"winter","1","1"
"832","72","공주와 해적",NA,227,1348,6,41,"미국","미국","","","no_age","로맨틱코미디","데이빗 버틀러","밥 호프,버지니아 마요","no_date",NA,NA,"no_date","1","1"
"833","62","공중 트라피스",NA,492,3727,5,46,"미국","미국","유나이티드 아티스트","","no_age","액션","캐롤 리드","버트 랭커스터,토니 커티스,지나 롤로브리지다","no_date",NA,NA,"no_date","1","1"
"834","258","공즉시색",2015-11-26,2,271,21,28,"한국","한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스","김현빈","김화연,지은서,박초현,방협,태원석,최민지,김진열,변주영,송상섭,오순환,이아름,장은정","0",11,26,"fall","0","1"
"835","190","공즉시색 무삭제",2016-02-25,1,1,1,1,"한국","한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스","김현빈","김화연,지은서,박초현,이아름,방협,태원석","0",2,25,"winter","0","1"
"836","174","공포분자",NA,13,403,4,4,"대만","대만","","","no_age","드라마","에드워드 양","무건인,왕 안","no_date",NA,NA,"no_date","1","0"
"837","141","공포의 보수",NA,23,2302,9,36,"미국","미국","","","no_age","어드벤처","앙리 조르주 클루조","이브 몽땅,샤를 바넬,피터 반 에이크","no_date",NA,NA,"no_date","0","1"
"838","99","공포의 역사",NA,118,190,3,3,"아르헨티나","아르헨티나,프랑스,독일","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"839","172","공포의 호수",2016-11-17,60,60,1,1,"미국","미국","","주식회사 루믹스미디어","15세 관람가","공포(호러)","마이클 크럼","샤논 스네든,조슈아 윈치","0",11,17,"fall","0","1"
"840","194","공화국의 여교사들",NA,12,29,2,2,"스페인","스페인","","","no_age","다큐멘터리","페레스 솔라노","","no_date",NA,NA,"no_date","0","0"
"841","170","과거로부터",NA,30,111,3,3,"미국","미국","","","15세 관람가","스릴러","자크 투르뇌르","로버트 미첨,커크 더글라스,제인 그리어,론다 플레밍","no_date",NA,NA,"no_date","0","1"
"842","187","과거를 찾아서",NA,15,22,2,3,"캐나다","캐나다","","","15세 관람가","미스터리","리치 메타","할리 조엘 오스먼트,질리언 앤더슨,루퍼스 스웰","no_date",NA,NA,"no_date","0","0"
"843","304","과부: 탐스러운 육체",2016-11-19,1,1,1,1,"일본","일본","","(주)영진크리에이티브","청소년관람불가","멜로/로맨스","C.나가후쿠","타치바나 케이코,이치죠 리노","0",11,19,"fall","0","1"
"844","202","과부를 탐하는 남자들",2017-06-20,1,1,1,1,"일본","일본","","(주)영진크리에이티브","청소년관람불가","멜로/로맨스","나쿠루 하라다","","0",6,20,"summer","0","1"
"845","146","과부의 성",2015-08-05,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","타지리 유지","이이자와 모모","0",8,5,"summer","0","1"
"846","285","과부의 속사정",2016-11-11,1,1,1,1,"일본","일본","","(주)영진크리에이티브","청소년관람불가","멜로/로맨스","나카노 료","키사라기 코유키","0",11,11,"fall","0","1"
"847","310","과부의 욕정 풀기",2015-12-02,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","카타오카 슈지","마리카","0",12,2,"winter","0","1"
"848","224","과부의 음란한 페로몬",2016-12-12,1,1,1,1,"일본","일본","","(주)영진크리에이티브","청소년관람불가","멜로/로맨스","카에데","무라카미 료코","0",12,12,"winter","0","1"
"849","104","과속스캔들",2008-12-03,76,8223342,1,1,"한국","한국","(주)토일렛픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","12세 관람가","코미디","강형철","차태현,박보영,왕석현,임지규,황우슬혜,정원중,김기방,김혜진,노수정,류수경,김준호,문수진,김태형,김웅,이희상,임진순,김민채,김수완,박용준,정준영,정진희,정하린,김진,김준영,이준혁,성지루","1",12,3,"winter","0","1"
"850","154","과외선생님 : 심화학습편",2016-01-05,10,10,1,1,"일본","일본","","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","오부치 아키라","하세가와 유우코","0",1,5,"winter","0","1"
"851","223","과장님의 여직원 길들이기",2016-04-02,1,1,1,1,"일본","일본","","(주)영진크리에이티브","청소년관람불가","멜로/로맨스","카츠야마 시게오","시노하라 사유리","0",4,2,"spring","0","1"
"852","195","관계의 종말",NA,17,191,4,5,"미국","미국","","","no_age","서부극(웨스턴)","샘 페킨파","제임스 코번,크리스 크리스토퍼슨","no_date",NA,NA,"no_date","0","1"
"853","181","관광버스 속 정사",2016-07-14,1,1,1,1,"일본","일본","","(주)케이알씨지","청소년관람불가","멜로/로맨스","타케우치 마사토시","","0",7,14,"summer","0","1"
"854","251","관능 러브 스토리",2016-09-07,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","이마오카 신지","미사키 레이라","0",9,7,"fall","0","1"
"855","229","관능 소설가의 노예 아내",2016-11-03,1,1,1,1,"일본","일본","","(주)플라이어","청소년관람불가","성인물(에로)","긴다이치 코고로","카미 유키","0",11,3,"fall","0","1"
"856","231","관능 에로실화 극장",2017-04-01,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","멜로/로맨스","이케시마 유타카","아이다 나나","0",4,1,"spring","0","1"
"857","221","관능 여의사의 치욕",2016-05-11,1,1,1,1,"일본","일본","","(주)도키엔터테인먼트","청소년관람불가","성인물(에로)","슈우키","타카츠키 유키호","0",5,11,"spring","0","1"
"858","100","관능소설 -포르노그라피아 무삭제판",2015-02-12,117,117,5,5,"일본","일본","","(주)케이알씨지","청소년관람불가","멜로/로맨스","카네다 사토시","나카가와 미레","0",2,12,"winter","0","1"
"859","211","관능시대",2015-05-07,1,1,1,1,"일본","일본","","조이앤키노","청소년관람불가","멜로/로맨스","가와사키 히로유키","사쿠라이 유코,히메 카와","0",5,7,"spring","0","1"
"860","81","관상",2013-09-11,100,9135802,2,2,"한국","한국","(주)주피터필름","(주)쇼박스","15세 관람가","사극","한재림","송강호,이정재,백윤식,조정석,이종석,김혜수,신기원,윤종구,윤희원,이도엽,권영각,김길동,정준식,조훈휘,표유신,하정수,한만영,노준표,문혜진,박진우,전신환,김강현,유재명,김의성,정대용","1",9,11,"fall","0","1"
"861","322","관음산",NA,0,183,2,2,"중국","중국","","","no_age","드라마","리 위","장애가,판빙빙,진백림","no_date",NA,NA,"no_date","1","0"
"862","156","관음증",2016-02-25,7,559,21,33,"한국","한국","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","멜로/로맨스","이상빈","이윤선,공대유,노수람,이기웅,아오이 츠카사,이주명,박정근,박효진,신재훈,우수정,이단비,이윤선","0",2,25,"winter","0","1"
